,date,total_graph_big_buy_percentage,total_graph_big_sale_percentage,finance_sector_big_buy_percentage,finance_sector_big_sale_percentage,oil_sector_big_buy_percentage,oil_sector_big_sale_percentage,services_sector_big_buy_percentage,services_sector_big_sale_percentage,software_industry_big_buy_percentage,software_industry_big_sale_percentage,oil_industry_big_buy_percentage,oil_industry_big_sale_percentage,real_estate_industry_big_buy_percentage,real_estate_industry_big_sale_percentage
40,2009-06-30,0.28854706120170187,0.24226556032574167,0.31343513465939093,0.23479581059672594,0.2925146602276647,0.24376221685638727,0.28757841358658826,0.2358199820768945,0.2746153846153846,0.2367032967032967,0.27575115139995615,0.2337159149060604,0.3316741087768099,0.2223848912963912
41,2009-09-30,0.28998903645542695,0.2340782416312704,0.31662638628509476,0.23014026607638968,0.28221303311098367,0.23980562011409254,0.2938813349814586,0.22605067985166874,0.2784126090627639,0.23343653250773994,0.27636418224123693,0.22314793965323126,0.3131738295672722,0.23349579087284006
42,2009-12-31,0.29746534116526835,0.22163367101458872,0.3174159755565255,0.22400698384984724,0.30231110859664506,0.22225679613023677,0.29407720896259854,0.21407549034350898,0.28790063213929246,0.21864256404569146,0.28165058332133086,0.22065389601037017,0.3104060193072118,0.22735661555934128
43,2010-03-31,0.2786437425029988,0.2301607357057177,0.3003782821539831,0.23119715175789943,0.2781451166584137,0.23194780227782472,0.27652497838089535,0.22246613006940286,0.26857008852670455,0.2224306736237322,0.2757640369580668,0.22380952380952382,0.2866132723112128,0.24106121281464532
44,2010-06-30,0.27180937628366536,0.24648256096528498,0.2931672837428475,0.24274234264557387,0.27278651367049156,0.2413372999008358,0.2725826833413221,0.24530480630964313,0.267346587979144,0.24666246490574686,0.28961371017897863,0.22838781010296455,0.2801269927046744,0.24385301269927045
45,2010-09-30,0.2683077855434861,0.23650753917803527,0.2900780682643428,0.23207153231663036,0.2744441857758119,0.22718542660924224,0.26604721940422393,0.23593562667158535,0.2684967012252592,0.23332940622054665,0.27387307236061686,0.21893534994068803,0.30874063503389226,0.20877631109525507
46,2010-12-31,0.2860198339538975,0.2241501885792093,0.30896178004023156,0.2175171394556427,0.2833781544563062,0.22513785890853774,0.2865782539202557,0.21877834895675838,0.281386477970037,0.22306374039471502,0.279576221306651,0.2167287947158459,0.32418799212598426,0.2063238188976378
47,2011-03-31,0.2783284410002963,0.22874736928918118,0.30233592409835025,0.22359643363900125,0.2714008321775312,0.2339251040221914,0.2795050001089348,0.22044053247347437,0.27893653707102734,0.2163079147894766,0.2920375563955615,0.21180343860504816,0.32337343163885657,0.19958608200750227
48,2011-06-30,0.277454255584561,0.2256339108052356,0.2935202196395764,0.22581177879156947,0.28075657439924784,0.2210546691369632,0.280304169441282,0.21934139582841064,0.2803507810359002,0.21830638531104413,0.27039076842381327,0.22475740886441123,0.3002845399936769,0.21517546632943407
49,2011-09-30,0.2628643697987398,0.23758294662453097,0.2828336037421775,0.23196864662129418,0.2688771324299092,0.2294961382861346,0.262458013159711,0.23517231859384347,0.26183893170186484,0.2369551150067651,0.25858977117853815,0.23570762499103365,0.29941668170064345,0.2161885862048229
50,2011-12-31,0.26423515928696434,0.22373275101054685,0.28077358296471555,0.21975105441826973,0.26911812561015297,0.21697038724373577,0.26192533510579374,0.22160186108341642,0.2565021911103523,0.2219566330886119,0.26723834961692555,0.21480283967104802,0.3013243066690421,0.20375319199477404
51,2012-03-31,0.26399120464116677,0.2272817620532442,0.2811430241295817,0.22192535693412374,0.26716454523154076,0.22982365286598164,0.2613367574508346,0.22473023811132886,0.265651839128117,0.21684534739086656,0.2691703653123933,0.2108569477637419,0.30553015060057315,0.2005975245411865
52,2012-06-30,0.27157738095238093,0.22904518950437316,0.2690268649603876,0.23414014256497825,0.2628916131543102,0.23311928390737496,0.27357112161581437,0.22438762354963473,0.2728993186979561,0.2208283767708446,0.2884887222666093,0.21787228811996803,0.280198389419231,0.22553463815263186
53,2012-09-30,0.2632909414742368,0.22684435834140548,0.27979191995694896,0.22067645945030195,0.2679917558372625,0.223241762895621,0.2637112942748942,0.2196480285141457,0.2702490904002239,0.21432969493422893,0.2656042496679947,0.22304116865869855,0.29423933800127305,0.21196690006365373
